Index;ThreadID;Time;Severity;Location;Detail;Exception
1 User: undefined;1;2019-01-05 12:45:12.7379;DEBUG;;Failed to locate the development https certificate at '(null)'.;
2 User: undefined;1;2019-01-05 12:45:12.7989;TRACE;;Starting connection heartbeat.;
3 User: undefined;1;2019-01-05 12:45:12.8066;DEBUG;;Hosting started;
4 User: undefined;1;2019-01-05 12:45:12.8066;DEBUG;;Loaded hosting startup assembly Presentation;
5 User: undefined;1;2019-01-05 12:45:12.8066;DEBUG;;Loaded hosting startup assembly Microsoft.AspNetCore.Server.IISIntegration;
6 User: undefined;4;2019-01-05 12:45:12.9477;DEBUG;;"Connection id ""0HLJIU9UKMRBB"" started.";
7 User: undefined;13;2019-01-05 12:45:13.0450;DEBUG;;"Connection id ""0HLJIU9UKMRBC"" started.";
8 User: undefined;6;2019-01-05 12:45:13.0911;INFO;;Request starting HTTP/1.1 GET http://localhost:44360/  ;
9 User: undefined;7;2019-01-05 12:45:13.0911;INFO;;Request starting HTTP/1.1 DEBUG http://localhost:7053/  0;
10 User: undefined;7;2019-01-05 12:45:13.0911;DEBUG;;Wildcard detected, all requests with hosts will be allowed.;
11 User: undefined;6;2019-01-05 12:45:13.0911;DEBUG;;Wildcard detected, all requests with hosts will be allowed.;
12 User: undefined;7;2019-01-05 12:45:13.0988;TRACE;;All hosts are allowed.;
13 User: undefined;6;2019-01-05 12:45:13.0988;TRACE;;All hosts are allowed.;
14 User: undefined;7;2019-01-05 12:45:13.1869;DEBUG;;"Connection id ""0HLJIU9UKMRBC"" completed keep alive response.";
15 User: undefined;7;2019-01-05 12:45:13.1869;INFO;;Request finished in 99.1102ms 200 ;
16 User: undefined;6;2019-01-05 12:45:13.2631;DEBUG;;The request path / does not match a supported file type;
17 User: undefined;6;2019-01-05 12:45:13.2937;DEBUG;;Request did not match any routes.;
18 User: undefined;6;2019-01-05 12:45:13.3767;DEBUG;;AuthenticationScheme: Identity.Application was not authenticated.;
19 User: undefined;7;2019-01-05 12:45:13.8034;TRACE;;Scanning connections.;
20 User: undefined;7;2019-01-05 12:45:13.8034;TRACE;;Scanned connections in 00:00:00.0043989.;
21 User: undefined;6;2019-01-05 12:45:14.1075;DEBUG;;Request successfully matched the route with name 'default' and template '{controller=SchoolStaff}/{action=Index}/{id?}'.;
22 User: undefined;6;2019-01-05 12:45:14.1362;INFO;;"Route matched with {action = ""Index"", controller = ""SchoolStaff"", page = """", area = """"}. Executing action Presentation.Controllers.SchoolStaffController.Index (Presentation)";
23 User: undefined;6;2019-01-05 12:45:14.1362;DEBUG;;Execution plan of authorization filters (in the following order): Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter;
24 User: undefined;6;2019-01-05 12:45:14.1362;DEBUG;;Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
25 User: undefined;6;2019-01-05 12:45:14.1362;DEBUG;;Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.Internal.ControllerActionFilter (Order: -2147483648), Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter;
26 User: undefined;6;2019-01-05 12:45:14.1462;DEBUG;;Execution plan of exception filters (in the following order): None;
27 User: undefined;6;2019-01-05 12:45:14.1462;DEBUG;;Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
28 User: undefined;6;2019-01-05 12:45:14.1462;TRACE;;Authorization Filter: Before executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
29 User: undefined;6;2019-01-05 12:45:14.1692;INFO;;Authorization failed.;
30 User: undefined;6;2019-01-05 12:45:14.1780;TRACE;;Authorization Filter: After executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
31 User: undefined;6;2019-01-05 12:45:14.1780;INFO;;Authorization failed for the request at filter 'Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter'.;
32 User: undefined;6;2019-01-05 12:45:14.1780;TRACE;;Before executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
33 User: undefined;6;2019-01-05 12:45:14.1780;INFO;;Executing ChallengeResult with authentication schemes ().;
34 User: undefined;6;2019-01-05 12:45:14.1963;INFO;;AuthenticationScheme: Identity.Application was challenged.;
35 User: undefined;6;2019-01-05 12:45:14.1963;TRACE;;After executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
36 User: undefined;6;2019-01-05 12:45:14.1963;INFO;;Executed action Presentation.Controllers.SchoolStaffController.Index (Presentation) in 49.8414ms;
37 User: undefined;6;2019-01-05 12:45:14.2125;INFO;;Entity Framework Core 2.1.4-rtm-31024 initialized 'ApplicationDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None;
38 User: undefined;6;2019-01-05 12:45:14.2238;DEBUG;;SaveChanges starting for 'ApplicationDbContext'.;
39 User: undefined;6;2019-01-05 12:45:14.2238;DEBUG;;DetectChanges starting for 'ApplicationDbContext'.;
40 User: undefined;6;2019-01-05 12:45:14.2238;DEBUG;;DetectChanges completed for 'ApplicationDbContext'.;
41 User: undefined;6;2019-01-05 12:45:14.2238;DEBUG;;SaveChanges completed for 'ApplicationDbContext' with 0 entities written to the database.;
42 User: undefined;6;2019-01-05 12:45:14.2399;DEBUG;;"Connection id ""0HLJIU9UKMRBB"" completed keep alive response.";
43 User: undefined;6;2019-01-05 12:45:14.2399;DEBUG;;'ApplicationDbContext' disposed.;
44 User: undefined;6;2019-01-05 12:45:14.2399;INFO;;Request finished in 1162.2764ms 302 ;
45 User: undefined;7;2019-01-05 12:45:14.2545;INFO;;Request starting HTTP/1.1 GET http://localhost:44360/Identity/Account/Login?ReturnUrl=%2F  ;
46 User: undefined;7;2019-01-05 12:45:14.2545;TRACE;;All hosts are allowed.;
47 User: undefined;7;2019-01-05 12:45:14.2545;DEBUG;;The request path /Identity/Account/Login does not match a supported file type;
48 User: undefined;7;2019-01-05 12:45:14.2545;DEBUG;;Request did not match any routes.;
49 User: undefined;7;2019-01-05 12:45:14.2545;DEBUG;;AuthenticationScheme: Identity.Application was not authenticated.;
50 User: undefined;7;2019-01-05 12:45:14.2760;DEBUG;;Request successfully matched the route with name '(null)' and template 'Identity/Account/Login'.;
51 User: undefined;7;2019-01-05 12:45:14.2760;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/AccessDenied.cshtml'.;
52 User: undefined;7;2019-01-05 12:45:14.2760;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ConfirmEmail.cshtml'.;
53 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ExternalLogin.cshtml'.;
54 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPassword.cshtml'.;
55 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPasswordConfirmation.cshtml'.;
56 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Lockout.cshtml'.;
57 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Login.cshtml'.;
58 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWith2fa.cshtml'.;
59 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWithRecoveryCode.cshtml'.;
60 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Logout.cshtml'.;
61 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DeletePersonalData.cshtml'.;
62 User: undefined;7;2019-01-05 12:45:14.2852;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DownloadPersonalData.cshtml'.;
63 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/PersonalData.cshtml'.;
64 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_Layout.cshtml'.;
65 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ManageNav.cshtml'.;
66 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_StatusMessage.cshtml'.;
67 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ViewImports.cshtml'.;
68 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Register.cshtml'.;
69 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPassword.cshtml'.;
70 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPasswordConfirmation.cshtml'.;
71 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/_ViewImports.cshtml'.;
72 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Error.cshtml'.;
73 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ValidationScriptsPartial.cshtml'.;
74 User: undefined;7;2019-01-05 12:45:14.3000;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewImports.cshtml'.;
75 User: undefined;7;2019-01-05 12:45:14.3171;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewStart.cshtml'.;
76 User: undefined;7;2019-01-05 12:45:14.3171;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Create.cshtml'.;
77 User: undefined;7;2019-01-05 12:45:14.3171;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Delete.cshtml'.;
78 User: undefined;7;2019-01-05 12:45:14.3171;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Details.cshtml'.;
79 User: undefined;7;2019-01-05 12:45:14.3395;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Edit.cshtml'.;
80 User: undefined;7;2019-01-05 12:45:14.3395;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Index.cshtml'.;
81 User: undefined;7;2019-01-05 12:45:14.3395;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/LinkSchoolStaffAdministration.cshtml'.;
82 User: undefined;7;2019-01-05 12:45:14.3395;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/About.cshtml'.;
83 User: undefined;7;2019-01-05 12:45:14.3395;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/Contact.cshtml'.;
84 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/Index.cshtml'.;
85 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/Privacy.cshtml'.;
86 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Messages/Index.cshtml'.;
87 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaffPhones/Create.cshtml'.;
88 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaffPhones/Delete.cshtml'.;
89 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaffPhones/Details.cshtml'.;
90 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaffPhones/Edit.cshtml'.;
91 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaffPhones/Index.cshtml'.;
92 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/Create.cshtml'.;
93 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/Delete.cshtml'.;
94 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/Details.cshtml'.;
95 User: undefined;7;2019-01-05 12:45:14.3470;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/Edit.cshtml'.;
96 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/Index.cshtml'.;
97 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/LinkSchoolStaffAdministration.cshtml'.;
98 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SchoolStaff/LinkSchoolStaffSubject.cshtml'.;
99 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/SentMessage/Create.cshtml'.;
100 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Shared/Error.cshtml'.;
101 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Shared/_CookieConsentPartial.cshtml'.;
102 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Shared/_Layout.cshtml'.;
103 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Shared/_LoginPartial.cshtml'.;
104 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Shared/_ValidationScriptsPartial.cshtml'.;
105 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/Create.cshtml'.;
106 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/Delete.cshtml'.;
107 User: undefined;7;2019-01-05 12:45:14.3629;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/Details.cshtml'.;
108 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/Edit.cshtml'.;
109 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/Index.cshtml'.;
110 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Subject/LinkSchoolStaffSubject.cshtml'.;
111 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/_ViewImports.cshtml'.;
112 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/_ViewStart.cshtml'.;
113 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/AccessDenied.cshtml'.;
114 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ConfirmEmail.cshtml'.;
115 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ExternalLogin.cshtml'.;
116 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPassword.cshtml'.;
117 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPasswordConfirmation.cshtml'.;
118 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Lockout.cshtml'.;
119 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Login.cshtml'.;
120 User: undefined;7;2019-01-05 12:45:14.3785;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWith2fa.cshtml'.;
121 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWithRecoveryCode.cshtml'.;
122 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Logout.cshtml'.;
123 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/ChangePassword.cshtml'.;
124 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DeletePersonalData.cshtml'.;
125 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/Disable2fa.cshtml'.;
126 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DownloadPersonalData.cshtml'.;
127 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/EnableAuthenticator.cshtml'.;
128 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/ExternalLogins.cshtml'.;
129 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/GenerateRecoveryCodes.cshtml'.;
130 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/Index.cshtml'.;
131 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/PersonalData.cshtml'.;
132 User: undefined;7;2019-01-05 12:45:14.3947;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/ResetAuthenticator.cshtml'.;
133 User: undefined;7;2019-01-05 12:45:14.4104;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/SetPassword.cshtml'.;
134 User: undefined;7;2019-01-05 12:45:14.4104;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/ShowRecoveryCodes.cshtml'.;
135 User: undefined;7;2019-01-05 12:45:14.4104;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/TwoFactorAuthentication.cshtml'.;
136 User: undefined;7;2019-01-05 12:45:14.4104;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_Layout.cshtml'.;
137 User: undefined;7;2019-01-05 12:45:14.4104;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ManageNav.cshtml'.;
138 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_StatusMessage.cshtml'.;
139 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ViewImports.cshtml'.;
140 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ViewStart.cshtml'.;
141 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Register.cshtml'.;
142 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPassword.cshtml'.;
143 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPasswordConfirmation.cshtml'.;
144 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/_ViewImports.cshtml'.;
145 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Error.cshtml'.;
146 User: undefined;7;2019-01-05 12:45:14.4293;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_Layout.cshtml'.;
147 User: undefined;7;2019-01-05 12:45:14.4417;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ValidationScriptsPartial.cshtml'.;
148 User: undefined;7;2019-01-05 12:45:14.4417;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewImports.cshtml'.;
149 User: undefined;7;2019-01-05 12:45:14.4417;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewStart.cshtml'.;
150 User: undefined;7;2019-01-05 12:45:14.4417;TRACE;;Located compiled view for view at path '/Areas/Identity/Pages/Account/Login.cshtml'.;
151 User: undefined;7;2019-01-05 12:45:14.4988;TRACE;;Could not find a file for view at path '/Areas/Identity/Pages/Account/_ViewStart.cshtml'.;
152 User: undefined;7;2019-01-05 12:45:14.4988;TRACE;;Located compiled view for view at path '/Areas/Identity/Pages/_ViewStart.cshtml'.;
153 User: undefined;7;2019-01-05 12:45:14.5071;TRACE;;Could not find a file for view at path '/Areas/Identity/_ViewStart.cshtml'.;
154 User: undefined;7;2019-01-05 12:45:14.5071;TRACE;;Could not find a file for view at path '/Areas/_ViewStart.cshtml'.;
155 User: undefined;7;2019-01-05 12:45:14.5071;TRACE;;Could not find a file for view at path '/_ViewStart.cshtml'.;
156 User: undefined;7;2019-01-05 12:45:14.5071;INFO;;"Route matched with {page = ""/Account/Login"", area = ""Identity"", action = """", controller = """"}. Executing action /Account/Login";
157 User: undefined;7;2019-01-05 12:45:14.5071;DEBUG;;Execution plan of authorization filters (in the following order): Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter, Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.AutoValidateAntiforgeryTokenAuthorizationFilter;
158 User: undefined;7;2019-01-05 12:45:14.5071;DEBUG;;Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
159 User: undefined;7;2019-01-05 12:45:14.5199;DEBUG;;Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter;
160 User: undefined;7;2019-01-05 12:45:14.5199;DEBUG;;Execution plan of exception filters (in the following order): None;
161 User: undefined;7;2019-01-05 12:45:14.5199;DEBUG;;Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
162 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Authorization Filter: Before executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
163 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Authorization Filter: After executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
164 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Authorization Filter: Before executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.AutoValidateAntiforgeryTokenAuthorizationFilter.;
165 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Authorization Filter: After executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.AutoValidateAntiforgeryTokenAuthorizationFilter.;
166 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Resource Filter: Before executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter.;
167 User: undefined;7;2019-01-05 12:45:14.5199;TRACE;;Resource Filter: After executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter.;
168 User: undefined;7;2019-01-05 12:45:14.5451;TRACE;;Page Filter: Before executing OnPageHandlerSelectionAsync on filter Microsoft.AspNetCore.Mvc.RazorPages.Internal.PageHandlerPageFilter.;
169 User: undefined;7;2019-01-05 12:45:14.5451;TRACE;;Page Filter: After executing OnPageHandlerSelectionAsync on filter Microsoft.AspNetCore.Mvc.RazorPages.Internal.PageHandlerPageFilter.;
170 User: undefined;7;2019-01-05 12:45:14.5451;TRACE;;Page Filter: Before executing OnPageHandlerSelected on filter Microsoft.AspNetCore.Mvc.RazorPages.PageSaveTempDataPropertyFilter.;
171 User: undefined;7;2019-01-05 12:45:14.5615;DEBUG;;Attempting to bind parameter 'returnUrl' of type 'System.String' ...;
172 User: undefined;7;2019-01-05 12:45:14.5657;DEBUG;;Attempting to bind parameter 'returnUrl' of type 'System.String' using the name 'returnUrl' in request data ...;
173 User: undefined;7;2019-01-05 12:45:14.5657;DEBUG;;Done attempting to bind parameter 'returnUrl' of type 'System.String'.;
174 User: undefined;7;2019-01-05 12:45:14.5657;DEBUG;;Done attempting to bind parameter 'returnUrl' of type 'System.String'.;
175 User: undefined;7;2019-01-05 12:45:14.5657;DEBUG;;Attempting to validate the bound parameter 'returnUrl' of type 'System.String' ...;
176 User: undefined;7;2019-01-05 12:45:14.5657;DEBUG;;Done attempting to validate the bound parameter 'returnUrl' of type 'System.String'.;
177 User: undefined;7;2019-01-05 12:45:14.5819;TRACE;;Page Filter: Before executing OnPageHandlerExecutionAsync on filter Microsoft.AspNetCore.Mvc.RazorPages.Internal.PageHandlerPageFilter.;
178 User: undefined;7;2019-01-05 12:45:14.5819;TRACE;;Page Filter: Before executing OnPageHandlerExecuting on filter Microsoft.AspNetCore.Mvc.RazorPages.PageSaveTempDataPropertyFilter.;
179 User: undefined;7;2019-01-05 12:45:14.5819;DEBUG;;The temp data cookie .AspNetCore.Mvc.CookieTempDataProvider was not found.;
180 User: undefined;7;2019-01-05 12:45:14.5819;TRACE;;Page Filter: After executing OnPageHandlerExecuting on filter Microsoft.AspNetCore.Mvc.RazorPages.PageSaveTempDataPropertyFilter.;
181 User: undefined;7;2019-01-05 12:45:14.5994;INFO;;Executing handler method OnGetAsync with arguments (/) - ModelState is Valid;
182 User: undefined;7;2019-01-05 12:45:14.5994;TRACE;;Needs consent: True.;
183 User: undefined;7;2019-01-05 12:45:14.6136;TRACE;;Has consent: False.;
184 User: undefined;7;2019-01-05 12:45:14.6136;INFO;;AuthenticationScheme: Identity.External signed out.;
185 User: undefined;7;2019-01-05 12:45:14.6136;DEBUG;;Executed handler method OnGetAsync, returned result .;
