Index;ThreadID;Time;Severity;Location;Detail;Exception
1;1;2018-12-22 08:43:07.5630;DEBUG;(Program.cs:22);init main;
2;7;2018-12-22 08:43:29.4485;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 08:49:48.4045;DEBUG;(Program.cs:22);init main;
2;7;2018-12-22 08:50:02.9267;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:22:33.6976;DEBUG;(Program.cs:22);init main;
2;10;2018-12-22 11:22:50.9632;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:23:29.7556;DEBUG;(Program.cs:22);init main;
2;15;2018-12-22 11:23:42.5530;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:25:11.2334;DEBUG;(Program.cs:22);init main;
2;12;2018-12-22 11:25:26.3750;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:28:15.7558;DEBUG;(Program.cs:22);init main;
2;9;2018-12-22 11:28:29.0801;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:41:14.1827;DEBUG;(Program.cs:22);init main;
2;8;2018-12-22 11:41:27.0305;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:41:48.8238;DEBUG;(Program.cs:22);init main;
2;9;2018-12-22 11:42:00.3313;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:49:20.8338;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 11:49:27.6617;DEBUG;(Program.cs:22);init main;
2;7;2018-12-22 11:49:44.9463;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 11:52:40.0929;DEBUG;(Program.cs:22);init main;
2;15;2018-12-22 11:52:51.6234;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
1;1;2018-12-22 12:10:48.9029;DEBUG;(Program.cs:22);init main;
2;8;2018-12-22 12:11:12.0675;INFO;(ConcreteMessageSMS.cs:18);Sending SMS to employee Sergey Ivanovich Ivanovich, address: +375-29-1708055, Text: eutyu65u;
3;7;2018-12-22 12:11:21.7927;INFO;(ConcreteMessageEmail.cs:51);Sending email to employee Anna Ivanovna Ivanovna, address: 1234567@tut.by, Text: deqw;
1;1;2018-12-22 13:17:18.6676;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:19:27.1381;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:23:00.1705;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:24:41.2033;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:25:34.0310;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:26:08.5969;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:30:34.7174;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:32:26.1678;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:35:17.2526;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 13:36:00.2136;DEBUG;(Program.cs:22);init main;
2;10;2018-12-22 13:36:33.7289;INFO;(ConcreteMessageEmail.cs:51);Sending email to employee Anna Ivanovna Ivanovna, address: 1234567@tut.by, Text: deqw;
1;1;2018-12-22 15:29:55.0448;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 15:31:11.8430;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 15:37:59.3409;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 15:39:19.5182;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 16:21:09.9795;DEBUG;(Program.cs:22);init main;
1;1;2018-12-22 17:41:23.4597;DEBUG;(Program.cs:22);init main;
